Customer_ID,Age,Gender,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Email_Opt_In,Promotion_Response,Target_Churn
1070,77.0,Female,129415.0,3823.36,6.0,18,212.40868004654715,2.0,9,5.0,218,Yes,Ignored,Stayed
1071,41.0,Female,80279.0,5987.81,5.0,18,332.65626127435814,0.0,9,1.5,51,No,Unsubscribed,Stayed
1072,50.0,Male,10000000.0,3082.95,5.0,31,99.44984497629908,3.0,5,4.0,1,No,Ignored,Stayed
1073,31.0,Male,138195.0,7923.5,9.0,44,180.0796024117492,3.0,8,4.0,294,Yes,Ignored,Stayed
1074,37.0,F,131530.0,29456.83875,11.0,66,458.11974218198185,5.0,7,4.0,180,Yes,Unsubscribed,Stayed
1075,67.0,Male,123892.0,4394.34,1.0,9,488.259831527723,0.0,0,4.0,342,True,Unsubscribed,Stayed
1076,56.0,woman,146092.0,11467.79,14.0,51,224.8586745616397,7.0,2,3.0,158,Yes,Ignored,Stayed
1077,29.0,Female,68302.0,1659.23,2.0,6,276.5388278034785,0.0,1,4.0,319,Yes,Ignored,Churn
1078,41.0,Female,10000000.0,12835.67,10.0,39,329.1197807547276,3.0,0,1.5,288,No,Ignored,Churn
1079,29.0,Female,134684.0,18479.97,8.0,63,293.33288852648013,2.0,0,4.0,264,Yes,Ignored,Stayed
1080,29.0,M,104458.0,3947.37,4.0,45,87.71928741330251,6.0,1,1.5,263,No,Responded,Churn
1081,44.0,Female,$62880.0,5436.47,5.0,30,181.21561143192085,6.0,1,3.0,119,Yes,Ignored,Stayed
1082,53.0,Female,82516.0,28040.2,12.0,59,475.2575873418352,5.0,7,2.0,158,Y,Responded,Stayed
1083,34.0,Male,55367.0,10447.98,2.0,49,213.22402092655065,8.0,5,4.0,4,Yes,Unsubscribed,Stayed
1084,39.0,F,76133.0,10280.65,2.0,25,411.2261256331794,0.0,5,1.5,165,No,Responded,Stayed
1085,64.0,Female,94182.0,27448.94,10.0,65,422.291342325582,3.0,9,4.0,130,Yes,Responded,Churn
1086,63.0,Female,98617.0,19824.5,13.0,47,421.7979155374541,3.0,0,4.0,232,Yes,Ignored,Stayed
1087,41.0,Male,126019.0,8252.21,4.0,27,305.6374067361224,2.0,0,4.0,201,No,Ignored,Churn
1088,42.0,Female,54008.0,21195.23,13.0,69,307.1773079687142,8.0,6,1.5,229,Yes,Unsubscribed,Churn
1089,35.0,Female,26960.0,20472.9,13.0,43,476.11392983398514,3.0,0,2.0,318,No,Responded,Stayed
1090,30.0,Female,74756.0,11973.19,6.0,28,427.61391275135327,0.0,1,4.0,143,No,Ignored,Stayed
1091,41.0,Non-Binary,107833.0,14701.9,5.0,32,459.4343828422601,5.0,4,4.0,176,Yes,Ignored,Stayed
1092,31.0,Female,71571.0,8485.24,7.0,49,173.1682271567627,9.0,6,1.5,159,Yes,Ignored,Stayed
1093,41.0,Male,43510.0,10794.38,12.0,63,171.33936215869295,0.0,3,4.0,210,Yes,Ignored,Stayed
1094,55.0,woman,143618.0,1631.3,10.0,54,30.209317208185823,6.0,1,5.0,227,Y,Ignored,Churn
1095,78.0,Male,30616.0,11026.4,10.0,50,220.5280554403202,6.0,3,4.0,177,Yes,Ignored,Stayed
1096,30.0,Male,132573.0,5358.06,5.0,35,153.08750993445133,4.0,8,2.0,344,Yes,Unsubscribed,Stayed
1097,48.0,Non-Binary,76638.0,12706.34,14.0,52,244.35272539993747,1.0,8,4.0,260,Yes,Unsubscribed,Stayed
1098,18.0,Female,121868.0,1616.28,14.0,38,42.53377143095024,0.0,9,1.5,259,No,Responded,Stayed
1099,41.0,Female,50448.0,18177.69,13.0,68,267.31900367106846,13.5,0,2.0,160,True,Ignored,Stayed
1100,18.0,M,122979.0,4154.39,14.0,65,63.91368195092234,3.0,7,3.0,29,No,Unsubscribed,Stayed
1101,48.0,Female,70106.0,3955.6,2.0,28,141.27156510122484,5.0,7,4.0,176,Yes,Ignored,Stayed
1102,56.0,Female,105956.0,2129.71,13.0,43,49.52817259483282,2.0,9,4.0,40,No,Ignored,Stayed
1103,43.0,Female,132992.0,25201.0,11.0,70,360.0142288232167,10.0,8,5.0,356,No,Responded,Churn
1104,44.0,Female,94553.0,20403.21,9.0,49,416.3920402710861,9.0,4,4.0,82,No,Responded,Stayed
1105,42.0,Female,51966.0,11563.05,2.0,28,412.966121839924,5.0,2,4.0,74,Yes,Responded,Stayed
1106,40.0,Male,46660.0,22553.74,13.0,48,469.8696738734965,3.0,1,5.0,192,No,Ignored,Stayed
1107,57.0,Male,87889.0,29456.83875,14.0,75,485.0613705371319,3.0,2,4.0,7,Yes,Responded,Stayed
1108,18.0,F,47082.0,10063.43,10.0,43,234.0332990608392,1.0,3,4.0,39,Y,Responded,Stayed
1109,46.0,Male,97258.0,11910.36,11.0,25,476.414509880197,3.0,7,4.0,21,No,Responded,Stayed
1110,48.0,Female,52196.0,1217.7,3.0,7,173.95651541030117,1.0,1,3.0,320,No,Responded,Stayed
1111,77.0,Male,135672.0,12175.76,1.0,31,392.76648934003606,6.0,1,4.0,349,Yes,Ignored,Stayed
1112,18.0,Female,142413.0,3662.78,9.0,48,76.30793070194935,0.0,3,4.0,166,Yes,Ignored,Stayed
1113,53.0,Male,49759.0,1099.85,13.0,43,25.577859155888305,1.0,1,4.0,95,No,Ignored,Stayed
1114,18.0,Female,72648.0,-100.5,8.0,27,250.6433346837579,0.0,0,4.0,46,Yes,Ignored,Stayed
1115,47.0,Male,83483.0,1105.75,1.0,4,276.43625886869364,0.0,8,3.0,77,True,Ignored,Churn
1116,66.0,Female,70861.0,4062.52,10.0,35,116.07211723750883,6.0,0,5.0,317,No,Ignored,Stayed
1117,40.0,Female,140071.0,17812.5,8.0,44,404.8294798735001,6.0,3,4.0,314,Y,Ignored,Churn
1118,30.0,woman,56877.0,1958.76,11.0,40,48.96900031547062,3.0,8,4.0,122,Yes,Ignored,Stayed
1119,37.0,Male,109899.0,3652.17,2.0,10,365.2168535706866,1.0,4,5.0,361,Yes,Ignored,Stayed
1120,55.0,Male,36309.0,2178.53,1.0,9,242.0590192348718,3.0,4,4.0,24,Yes,Ignored,Stayed
1121,43.0,Male,51860.0,17569.73,2.0,40,439.2431542791971,3.0,3,4.0,243,Yes,Unsubscribed,Stayed
1122,55.0,Female,146503.0,3329.51,5.0,25,133.18020510042072,1.0,7,4.0,87,True,Ignored,Stayed
1123,29.0,Male,70677.0,21626.66,12.0,71,304.6008319192553,6.0,8,4.0,231,Yes,Ignored,Stayed
1124,37.0,Female,144132.0,4303.94,5.0,11,391.26710032956834,0.0,6,4.0,10,Yes,Ignored,Stayed
1125,54.0,Male,133939.0,28043.88,8.0,59,475.3200103286882,8.0,5,2.0,121,No,Ignored,Stayed
1126,32.0,Female,29847.0,22610.84,12.0,52,434.82376528360106,5.0,3,3.0,130,Yes,Ignored,Churn
1127,21.0,Male,123482.0,11329.33,5.0,43,263.4727081704284,13.5,4,4.0,251,Yes,Unsubscribed,Stayed
1128,49.0,Female,10000000.0,17037.12,8.0,63,270.4304223853823,6.0,5,4.0,126,Yes,Responded,Stayed
1129,44.0,Male,57380.0,20795.17,6.0,59,352.460457068559,6.0,6,5.0,114,Yes,Responded,Stayed
1130,30.0,Female,70138.0,14389.89,8.0,41,350.97284049514934,0.0,0,3.0,142,Y,Ignored,Churn
1131,55.0,Female,149612.0,12808.94,9.0,29,441.68746942464696,4.0,5,3.0,102,Yes,Unsubscribed,Stayed
1132,36.0,Male,37772.0,1787.11,11.0,23,77.70034657789205,0.0,4,4.0,76,No,Ignored,Stayed
1133,73.0,Female,116546.0,3418.31,12.0,62,55.13404340885295,3.0,7,4.0,330,No,Ignored,Stayed
1134,56.0,Female,148449.0,1292.33,6.0,40,32.30819158708913,8.0,4,3.0,293,Yes,Ignored,Stayed
1135,64.0,Female,124874.0,5356.75,13.0,47,113.97343312810212,6.0,4,5.0,281,No,Ignored,Churn
1136,44.0,Male,57650.0,4557.93,2.0,18,253.2184444094363,3.0,4,3.0,27,No,Ignored,Stayed
1137,43.0,Male,63596.0,2669.18,4.0,34,78.50532480173483,2.0,6,4.0,74,No,Ignored,Stayed
1138,32.0,Female,94172.0,12531.3,10.0,56,223.7731640942537,13.5,6,5.0,172,Yes,Ignored,Stayed
1139,58.0,Female,114088.0,9580.75,10.0,29,330.37083844297285,1.0,8,5.0,72,No,Ignored,Stayed
1140,45.0,Male,10000000.0,9382.56,3.0,42,223.39436175140617,8.0,1,4.0,242,Yes,Ignored,Stayed
1141,77.0,Male,88388.0,4044.96,3.0,34,118.96935896884467,2.0,9,3.0,77,Yes,Ignored,Stayed
1142,18.0,Male,85108.0,1627.53,2.0,7,232.504144054173,0.0,6,4.0,280,Yes,Ignored,Stayed
1143,18.0,Male,131335.0,13156.3,5.0,43,305.9603495306992,8.0,7,3.0,70,Yes,Ignored,Stayed
1144,48.0,Male,$30756.0,16691.32,12.0,51,327.2807474375197,7.0,5,4.0,67,Yes,Ignored,Stayed
1145,50.0,Female,132413.0,4778.05,4.0,16,298.6280032240038,1.0,3,5.0,287,Y,Ignored,Stayed
1146,69.0,Male,144982.0,6740.79,12.0,41,164.40949200956243,7.0,3,4.0,30,Yes,Ignored,Churn
1147,58.0,Female,105957.0,11945.79,6.0,30,398.1929543802872,0.0,4,5.0,38,True,Ignored,Churn
1148,42.0,Male,149772.0,2793.08,2.0,45,62.0685184466425,3.0,8,4.0,323,Yes,Ignored,Stayed
1149,52.0,M,24437.0,12669.73,12.0,61,207.7005262679237,3.0,0,2.0,82,No,Ignored,Stayed
1150,40.0,Female,72290.0,1647.56,7.0,28,58.841255864601045,3.0,2,2.0,130,Yes,Unsubscribed,Stayed
1151,41.0,Female,49984.0,9897.8,4.0,39,253.7897210330892,5.0,5,5.0,25,No,Ignored,Stayed
1152,50.0,Female,51822.0,15040.03,4.0,53,283.77417722960814,3.0,1,3.0,160,Yes,Ignored,Stayed
1153,36.0,Male,122154.0,12376.59,2.0,35,353.61690985210555,0.0,6,3.0,99,Yes,Responded,Stayed
1154,62.0,Male,143279.0,15077.79,12.0,57,264.52262151189905,3.0,7,5.0,359,Yes,Ignored,Stayed
1155,47.0,F,77022.0,12381.04,14.0,63,196.52448842109905,11.0,5,5.0,229,Yes,Unsubscribed,Stayed
1156,50.0,Male,26548.0,7235.52,6.0,50,144.71034019761643,9.0,6,2.0,65,Yes,Responded,Stayed
1157,38.0,Female,30634.0,2918.01,5.0,36,81.0558860899758,1.0,3,3.0,82,Yes,Ignored,Stayed
1158,33.0,Male,10000000.0,2769.02,10.0,33,83.90960200548653,0.0,7,3.0,129,No,Ignored,Stayed
1159,38.0,Female,142139.0,11505.06,11.0,56,205.44747672719143,5.0,7,3.0,343,Yes,Ignored,Stayed
1160,42.0,Female,112260.0,1109.26,8.0,29,38.25048715397836,2.0,0,1.5,152,Yes,Ignored,Stayed
1161,43.0,Female,123634.0,7993.6,7.0,42,190.32385292330736,4.0,4,4.0,352,Yes,Ignored,Churn
1162,39.0,Female,43888.0,17910.96,8.0,56,319.83851305004663,1.0,1,1.5,292,No,Responded,Stayed
1163,31.0,Non-Binary,54964.0,4953.63,4.0,20,247.68133275498263,1.0,5,4.0,160,No,Responded,Stayed
1164,40.0,Male,65838.0,12906.4,1.0,42,307.2951563284955,8.0,8,3.0,334,Yes,Ignored,Stayed
1165,32.0,Male,118989.0,3616.41,1.0,23,157.23525883479687,0.0,8,4.0,149,No,Ignored,Stayed
1166,35.0,Female,102566.0,2659.41,7.0,58,45.85193935905254,5.0,5,5.0,22,Yes,Responded,Churn
1167,30.0,Female,111598.0,12282.59,3.0,29,423.537453445376,4.0,5,4.0,189,No,Ignored,Churn
1168,44.0,M,10000000.0,-100.5,7.0,58,325.4198499100391,3.0,7,4.0,144,No,Responded,Stayed
1169,27.0,Female,142721.0,13462.72,11.0,47,286.4407756650974,6.0,1,3.0,13,Yes,Ignored,Stayed
1170,30.0,Female,55851.0,1875.05,1.0,16,117.19066887931396,1.0,4,3.0,75,No,Responded,Stayed
1171,23.0,Male,123555.0,8016.73,4.0,18,445.37397462323577,2.0,9,3.0,310,No,Ignored,Stayed
1172,40.0,Female,53848.0,9803.38,13.0,46,213.1170198495469,6.0,3,4.0,3,Yes,Ignored,Stayed
1173,70.0,Female,135281.0,1147.29,3.0,37,31.00774940866017,2.0,0,4.0,211,Yes,Ignored,Stayed
1174,58.0,Female,63934.0,6244.98,4.0,27,231.29551901863547,3.0,6,4.0,146,Yes,Ignored,Stayed
1175,51.0,Male,97984.0,2602.92,1.0,8,325.3651350599517,3.0,5,5.0,124,Yes,Ignored,Stayed
1176,53.0,M,115804.0,749.21,10.0,23,32.574420095391105,0.0,5,3.0,337,No,Responded,Churn
1177,33.0,Male,27999.0,12158.06,5.0,30,405.268788701941,3.0,4,4.0,90,Yes,Responded,Stayed
1178,47.0,F,88920.0,664.92,4.0,14,47.49452051725921,1.0,8,4.0,152,Yes,Ignored,Stayed
1179,-1.5,Female,70057.0,10142.63,6.0,43,235.8751243762592,5.0,8,4.0,184,Yes,Ignored,Stayed
1180,25.0,Male,37073.0,5415.02,1.0,29,186.7247966042445,1.0,7,4.0,143,No,Ignored,Stayed
1181,48.0,Female,10000000.0,3006.03,2.0,9,334.0038087075557,1.0,4,4.0,345,No,Unsubscribed,Churn
1182,58.0,Male,49300.0,3132.17,4.0,50,62.64331764203091,5.0,6,4.0,152,Yes,Responded,Stayed
1183,42.0,Female,$147941.0,14501.71,14.0,34,426.5209894825087,1.0,4,2.0,22,No,Ignored,Stayed
1184,34.0,Male,32924.0,5741.35,7.0,36,159.48202870705043,6.0,7,2.0,59,Yes,Ignored,Stayed
1185,30.0,Male,83870.0,20626.47,4.0,54,381.9716865517588,7.0,7,4.0,214,Yes,Ignored,Stayed
1186,28.0,Female,138555.0,2279.78,10.0,69,33.04036218826872,8.0,7,4.0,44,Yes,Ignored,Churn
1187,55.0,Male,52658.0,2473.97,5.0,21,117.80790038129076,1.0,7,3.0,297,True,Ignored,Stayed
1188,47.0,Female,107983.0,18339.02,14.0,68,269.69145116074617,11.0,3,4.0,263,No,Ignored,Stayed
1189,40.0,F,139798.0,19698.24,8.0,53,371.6649126563997,10.0,4,4.0,246,No,Ignored,Stayed
1190,20.0,Male,10000000.0,17300.19,13.0,47,368.0890630531476,1.0,3,5.0,223,No,Ignored,Stayed
1191,32.0,Male,52994.0,23323.95,13.0,54,431.9249855154387,3.0,5,4.0,211,No,Unsubscribed,Stayed
1192,48.0,Female,10000000.0,8745.55,5.0,34,257.22197468014394,2.0,9,3.0,156,No,Ignored,Stayed
1193,34.0,Male,90969.0,14312.06,11.0,45,318.0457123896469,5.0,0,5.0,139,No,Ignored,Churn
1194,26.0,Female,10000000.0,13628.05,2.0,39,349.4370544093268,3.0,6,2.0,148,Yes,Responded,Stayed
1195,60.0,Female,75077.0,17384.15,5.0,45,386.3145398042669,4.0,3,5.0,39,No,Ignored,Stayed
1196,55.0,Female,106661.0,14161.56,11.0,49,289.0115028706112,1.0,7,3.0,142,No,Ignored,Stayed
1197,31.0,Female,89785.0,2841.23,6.0,35,81.1779005229771,0.0,2,5.0,275,No,Ignored,Stayed
1198,38.0,Female,31002.0,18873.64,12.0,43,438.9218429917414,7.0,5,2.0,164,Yes,Ignored,Churn
1199,18.0,Female,136450.0,12055.45,9.0,32,376.7327353911696,3.0,3,5.0,2,No,Ignored,Stayed
1200,35.0,Female,10000000.0,11770.45,13.0,75,156.9393624115119,11.0,2,3.0,50,Yes,Ignored,Stayed
1201,39.0,F,27368.0,11942.56,13.0,35,341.21612621027765,0.0,1,5.0,65,Yes,Ignored,Churn
1202,18.0,Female,91853.0,16591.21,9.0,37,448.4111791783261,4.0,5,4.0,307,Yes,Responded,Stayed
1203,27.0,Male,50795.0,9658.96,13.0,29,333.0676445818268,1.0,7,4.0,361,Yes,Ignored,Churn
1204,45.0,Female,46512.0,11778.27,13.0,38,309.9544049941852,3.0,7,3.0,362,True,Ignored,Stayed
1205,46.0,Male,116055.0,4166.45,1.0,15,277.763594408652,0.0,0,4.0,43,No,Ignored,Stayed
1206,21.0,Male,37087.0,11261.22,14.0,70,160.87463513989837,13.0,8,3.0,37,Yes,Responded,Stayed
1207,42.0,Male,42207.0,29456.83875,11.0,68,496.55208271955377,12.0,0,3.0,19,Yes,Unsubscribed,Stayed
1208,54.0,Female,88847.0,17147.76,1.0,47,364.8460303129929,9.0,4,1.5,347,Yes,Responded,Stayed
1209,52.0,Female,44995.0,3201.77,2.0,41,78.09200023289266,7.0,3,5.0,332,Yes,Ignored,Stayed
1210,-1.5,Female,106120.0,9817.69,10.0,22,446.2587508928565,4.0,9,4.0,51,No,Ignored,Stayed
1211,30.0,Female,50373.0,10907.74,3.0,22,495.806348832144,1.0,0,4.0,268,Yes,Ignored,Stayed
1212,45.0,Male,10000000.0,9525.26,14.0,77,123.70465520560984,8.0,6,5.0,294,True,Ignored,Stayed
1213,22.0,Male,81049.0,29032.02,14.0,72,403.2225634488092,2.0,2,5.0,335,True,Ignored,Stayed
1214,53.0,Male,134682.0,11265.89,9.0,54,208.6276281657398,7.0,6,4.0,156,Yes,Ignored,Stayed
1215,25.0,Male,60379.0,743.07,2.0,32,23.220987345948775,6.0,0,2.0,64,No,Ignored,Stayed
1216,33.0,Non-Binary,115040.0,4985.53,4.0,57,87.46542443761317,4.0,7,5.0,67,No,Ignored,Churn
1217,38.0,Male,46417.0,6862.55,6.0,27,254.1685746523551,1.0,4,5.0,37,No,Ignored,Stayed
1218,34.0,Female,91675.0,4176.57,9.0,67,62.336817819137934,10.0,3,1.5,224,Yes,Ignored,Churn
1219,65.0,Female,25498.0,2807.04,7.0,17,165.119959688717,3.0,2,2.0,341,Yes,Ignored,Stayed
1220,73.0,Female,10000000.0,8994.98,1.0,30,299.8325245590092,4.0,2,2.0,354,Yes,Ignored,Stayed
1221,44.0,Female,125209.0,15944.08,3.0,43,370.7926537816682,7.0,4,4.0,164,No,Ignored,Stayed
1222,53.0,Female,46421.0,29456.83875,13.0,73,437.5851966308888,4.0,5,4.0,5,No,Ignored,Stayed
1223,45.0,Female,115071.0,7544.45,6.0,48,157.1761066524177,0.0,7,4.0,203,No,Ignored,Stayed
1224,39.0,Female,89338.0,13350.69,2.0,32,417.2090826110255,3.0,3,4.0,163,Yes,Ignored,Stayed
1225,57.0,Female,100018.0,3527.9,6.0,15,235.19314657732264,0.0,6,1.5,22,No,Responded,Stayed
1226,36.0,Male,97949.0,10751.08,5.0,26,413.5029463926692,0.0,7,4.0,286,No,Ignored,Stayed
1227,54.0,Male,30886.0,1288.39,3.0,7,184.0555542736456,0.0,0,1.5,141,No,Responded,Stayed
1228,47.0,Female,40131.0,560.91,3.0,8,70.1139822790791,0.0,8,4.0,260,Yes,Ignored,Stayed
1229,82.5,Female,107329.0,12187.65,13.0,45,270.83676768163764,1.0,7,2.0,162,No,Responded,Churn
1230,37.0,Male,66092.0,7644.04,8.0,63,121.33398615974536,1.0,6,4.0,215,No,Ignored,Stayed
1231,36.0,woman,35592.0,12696.74,14.0,41,309.67668610082177,4.0,2,4.0,214,True,Responded,Stayed
1232,18.0,Male,10000000.0,12515.63,8.0,36,347.65626618723314,5.0,1,4.0,53,No,Ignored,Stayed
